Nama Tempat,Jenis Tempat uc,Alamat,Jam Operasional,Rating,Jumlah Review,telepon,Ketersediaan Telepon,Website,Latitude,Longitude,Ketersediaan Akses,Aksesibilitas Difabel
Masjid Nugraha,Masjid,"Jl. Muararajeun Kulon No.RT. 03/11, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",,"4,8",66,,Tidak Ada ,Tidak Tersedia,-6.9033812,107.6290495,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid At tawakal,Masjid,"Gg. Masjid III No.42, Babakan Surabaya, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40281",,"4,5",10,,Tidak Ada ,Tidak Tersedia,-6.909921,107.6447675,Aksesibilitas Tersedia,[]
Masjid Al-Hidayah Badan Geologi,Masjid,"Jl. Diponegoro No.57, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",Buka 24 jam,"4,7",187,"
0812-2353-502",Ada,Tidak Tersedia,-6.900078,107.6206035,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid At-Taubah Pasar Kosambi,Masjid,"3JJC+CJ3, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",,"4,3",10,,Tidak Ada ,Tidak Tersedia,-6.9189852,107.6215499,Aksesibilitas Tersedia,[]
Masjid Al Munajat,Masjid,"Jl. H. Munajat No.01/07, Maleer, Kec. Batununggal, Kota Bandung, Jawa Barat 40274",,"4,8",72,,Tidak Ada ,Tidak Tersedia,-6.9265039,107.6420571,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Nurul Jannah,Masjid,"Jl. Khp Hasan Mustopa Gg. Neglasari Utara, RT.02/RW.04, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125",,"4,2",14,,Tidak Ada ,Tidak Tersedia,-6.9002454,107.6473608,Aksesibilitas Tersedia,[]
Masjid Agung Al-Ukhuwwah,Masjid,"Jl. Wastukencana No.27, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",Buka 24 jam,"4,8",5.249,"
(022) 4265323",Ada,Tidak Tersedia,-6.9108248,107.6087723,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid Al Badar Pussenif,Masjid,"3JVJ+QRH, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",Tutup,"4,6",19,,Tidak Ada ,Tidak Tersedia,-6.9055667,107.6320997,Aksesibilitas Tersedia,[]
Masjid Besar Nurul Iman,Masjid,"4J3J+83C, Jalan Rereng Wulung, Cibeunying Kaler, Sukaluyu, Bandung, Kota Bandung, Jawa Barat 40123",,"4,8",117,,Tidak Ada ,Tersedia,-6.8966898,107.6301521,Aksesibilitas Tersedia,[]
Masjid Al-Mukhlishin,Masjid,"3JVV+GRH, Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125",,"5,0",3,,Tidak Ada ,Tidak Tersedia,-6.9061761,107.6446136,Aksesibilitas Tersedia,[]
Masjid Kodiklat TNI AD,Masjid,"3JR8+297, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",,"4,8",153,,Tidak Ada ,Tidak Tersedia,-6.9099575,107.6159146,Aksesibilitas Tersedia,[]
Masjid Saifuddaulah Corps Mubalig Bandung (CMB),Masjid,"Jl. Stasiun Timur No.20, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",Buka 24 jam,"4,8",52,"
0852-2062-4137",Ada,Tidak Tersedia,-6.9148608,107.6050232,Aksesibilitas Tersedia,[]
Masjid Besar Cipaganti,Masjid,"Jl. Cipaganti No.85, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",Buka 24 jam,"4,8",2.789,,Ada,Tersedia,-6.8945799,107.6023452,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid Al - Hadi,Masjid,"3JRQ+W7R, Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",,"4,6",5,,Tidak Ada ,Tidak Tersedia,-6.907628,107.6381366,Aksesibilitas Tersedia,[]
Masjid Al Ihsan,Masjid,"Jl. Haur Gn. No.03/07, Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",,"4,9",15,,Tidak Ada ,Tidak Tersedia,-6.9069843,107.6388787,Aksesibilitas Tersedia,[]
"Gua Maria, Santo Boromeus",Gereja Katolik,"Jl. Surya Kencana No.7, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",06.00 hingga 19.00,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.8938101,107.6138715,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Salib Suci, Kamuning",Gereja Katolik,"Jl. Kemuning No.25, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",05.00 hingga 00.00,"4,7",458,,Ada,Tersedia,-6.916163,107.6284408,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Laurentius, Sukajadi",Gereja Katolik,"Jl. Sukajadi No.223, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,"4,8",1.044,,Ada,Tersedia,-6.875829,107.596044,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki St. Theodorus, Sukawarna",Gereja Katolik,"Jl. Unpar II No.10, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164","07.00 hingga 08.00,09.30 hingga 10.30","4,8",207,,Ada,Tersedia,-6.8896639,107.5764554,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Kapel Katolik Hati Kudus Yesus, Lebak Gede",Gereja Katolik,"Jl. Surya Kencana No.3, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132","07.00 hingga 08.15,17.00 hingga 18.15","4,8",217,,Tidak Ada ,Tidak Tersedia,-6.894155,107.614249,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santa Melania, Cihaur Geulis",Gereja Katolik,"Jl. Melania No.1-3, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",,"4,7",117,"
(022) 20463790",Ada,Tidak Tersedia,-6.9003616,107.6238023,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda']"
"Gereja Katolik Paroki Bunda Tujuh Kedukaan, Pandu",Gereja Katolik,"Jl. Pandu No.4, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",06.00 hingga 21.00,"4,8",1.806,,Ada,Tersedia,-6.9055223,107.5934154,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Michael, Waringin",Gereja Katolik,"Jl. Waringin No.51, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat 40182",Buka 24 jam,"4,8",265,,Ada,Tersedia,-6.9171009,107.591306,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santa Odilia, Cicadas",Gereja Katolik,"Jl. Cicadas Ps. II No.45, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124",08.00 hingga 19.00,"4,6",598,,Ada,Tidak Tersedia,-6.9072705,107.6426698,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Sekolah Menengah Atas Katolik Santa Maria 2,Sekolah Menengah Atas,"Jl. Sulaksana Baru I No.18, Cicaheum, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40282",Tutup,,22,"
(022) 7218325",Ada,Tersedia,-6.9080199,107.6512778,Aksesibilitas Tersedia,[]
Ordo Santa Ursula,Gereja,"3JQM+948, Jl. Supratman I, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,"5,0",3,"
(022) 7207332",Ada,Tidak Tersedia,-6.9115791,107.6328367,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Paulus, Moch. Toha",Gereja Katolik,"Jl. Moch. Toha No.19-21, Pungkur, Kec. Regol, Kota Bandung, Jawa Barat 40252","07.00 hingga 12.00,13.00 hingga 19.00","4,7",896,,Ada,Tersedia,-6.9293556,107.6070709,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katedral Bandung, Santo Petrus",Katedral Katolik,"Jl. Merdeka No.14, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",08.00 hingga 18.00,"4,8",5.12,,Ada,Tersedia,-6.9148463,107.6106056,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Kapel Katolik Mater Boni Consilii, Cibeunying Kidul",Gereja Katolik,"Jl. Supratman No.1, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40114",,"4,7",57,"
(022) 7207332",Ada,Tersedia,-6.9116383,107.6327473,Aksesibilitas Tersedia,[]
Gereja Mahasiswa Katolik,Gereja Katolik,"Sekolah Santo Aloysius, Jl. Sultan Agung No.2, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",Tutup,"4,8",105,,Ada,Tersedia,-6.9057474,107.6118923,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Biara Ursulin,Biara,"3JQM+94H, Jl. Supratman I, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,"4,7",62,"
(022) 7107208",Ada,Tidak Tersedia,-6.9115732,107.6328457,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Gabriel, Sumber Sari",Gereja Katolik,"Jl. Sumber Makmur No.4, Babakan, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40222",08.00 hingga 12.00,"4,8",483,,Tidak Ada ,Tidak Tersedia,-6.9374071,107.5721222,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Martinus, Margahayu",Gereja Katolik,"Jl. Hercules 4, Sulaiman, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40229","06.00 hingga 12.00,18.00 hingga 20.00","4,7",459,,Ada,Tersedia,-6.985416,107.568153,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Katolik Paroki Hati Tak Bernoda Santa Perawan Maria,Gereja Katolik,"Jl. Suryalaya No.3, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40265",06.00 hingga 22.00,"4,8",693,,Ada,Tersedia,-6.940817,107.625909,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Kristen Kalam Kudus (GKKK) Kopo Permai,Gereja Protestan,"Komplek Kopo Permai 3 Blok F14 No. 2, 4, Kabupaten Bandung, Jawa Barat 40227",,"4,9",17,,Tidak Ada ,Tersedia,-6.9661413,107.5883972,Aksesibilitas Tersedia,"['Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']"
GKI Guntur,Gereja Protestan,"Jl. Guntur No.13, Burangrang, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,"4,9",80,"
(022) 7306232",Ada,Tidak Tersedia,-6.9246073,107.6218135,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Yayasan Dana Mulia,Panti Asuhan,"Jl. Pasteur No.12, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40161",,"4,8",25,,Ada,Tersedia,-6.90015,107.602542,Aksesibilitas Tersedia,[]
GKPS Bandung,Gereja,"Jl. PDAM No.12, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163",Buka 24 jam,"5,0",14,,Tidak Ada ,Tidak Tersedia,-6.8924028,107.5863644,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GKI CIBEUREUM,Gereja Kristen,"4H27+FFJ, Campaka, Kec. Andir, Kota Bandung, Jawa Barat 40184",,"5,0",3,"
(022) 6027782",Ada,Tidak Tersedia,-6.8987948,107.5636501,Aksesibilitas Tersedia,[]
HKBP Bethesda,Gereja Lutheran,"2JV4+QXW, Jl. Mekar Agung No.20, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237",Buka 24 jam,"5,0",8,,Tidak Ada ,Tersedia,-6.9555395,107.6073088,Aksesibilitas Tersedia,[]
GKPS Bandung Selatan,Gereja,"Jl. Mekar Agung No.52, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.9554037,107.6051384,Aksesibilitas Tersedia,[]
Gereja Bethel Tabernakel,Gereja Protestan,"Jl. Holis No.300, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212",,"4,9",40,"
(022) 6016561",Ada,Tidak Tersedia,-6.9327448,107.5715936,Aksesibilitas Tersedia,[]
Gereja Jemaat Kristus Indonesia,Gereja,"Jl. Luna No.19, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231",,"4,3",3,,Tidak Ada ,Tidak Tersedia,-6.9200811,107.5909561,Aksesibilitas Tersedia,[]
GII Hok Im Tong - Gardujati,Gereja Evangelis,"Jl. Gardujati No.51, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40181","06.00 hingga 07.15,08.00 hingga 09.30,10.00 hingga 11.30,16.30 hingga 18.00","4,6",363,,Ada,Tersedia,-6.918472,107.598232,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GPIB Sejahtera di Bandung,Gereja Protestan,"Jl. Malabar No.49, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,"4,9",41,,Tidak Ada ,Tidak Tersedia,-6.9244718,107.6243329,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Rehoboth Ebenhaezar,Gereja,"Jl. Luna IV No.11, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231",,"4,4",12,,Ada,Tersedia,-6.9207887,107.5919079,Aksesibilitas Tersedia,[]
GKI Pasteur,Gereja Protestan,"Jl. Pasteur No.12A, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131",07.00 hingga 12.00,"4,7",151,,Ada,Tersedia,-6.9001356,107.6027443,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Kristen Pasundan Jemaat Bandung,Gereja Kristen,"Jl. Kebon Jati No.108, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40181",,"4,9",41,"
(022) 4237083",Ada,Tersedia,-6.915981,107.5986643,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
BNKP Jemaat Bandung,Gereja,"Jl. Holis No.278D, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212",,"5,0",3,,Tidak Ada ,Tidak Tersedia,-6.9309439,107.5717277,Aksesibilitas Tersedia,[]
GKI Maulana Yusuf Pos Jemaat Bahureksa 26 Bandung,Gereja Protestan,"Jl. Bahureksa No.26, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",09.00 hingga 12.00,,,,Tidak Ada ,Tersedia,-6.9053985,107.6155855,Aksesibilitas Tersedia,[]
GBI Bethel Kings Shopping Center,Gereja,"Gedung Parkir Kings Shopping Centre, Jl. Kepatihan, Kota Bandung, Jawa Barat 40251",08.00 hingga 12.00,"5,0",59,,Ada,Tersedia,-6.923669,107.6043629,Aksesibilitas Tersedia,['Memiliki tempat parkir khusus pengguna kursi roda']
Gereja Baptis Indonesia Batu Zaman,Gereja Baptis,"Jl. A. Yani No.249, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,"5,0",25,,Ada,Tersedia,-6.9151327,107.6306947,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']"
Gereja Kristen Protestan Terdekat dari POLBAN DAN ULBI,Gereja,"Jl. Prof. Dr. Sutami No.52, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",,,,,Tidak Ada ,Tidak Tersedia,-6.8777692,107.5882059,Aksesibilitas Tersedia,[]
GMS Bandung,Gereja,"istana bandung electronic center, Istana BEC, Jl. Purnawarman lantai 3A, Babakanciamis, Sumurbandung, Bandung City, West Java 40117",09.00 hingga 19.00,"4,9",125,,Ada,Tersedia,-6.9078216,107.6087898,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Sinode Gereja Kristen Immanuel,Organisasi Keagamaan,"Jl. Taman Mekar Agung III No.16, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237",Tutup,"5,0",11,"
(022) 87804653",Ada,Tidak Tersedia,-6.9570054,107.6077295,Aksesibilitas Tersedia,[]
GKI Gatot Subroto,Gereja,"Jl. Gatot Subroto No.405-407, Binong, Kec. Batununggal, Kota Bandung, Jawa Barat 40275",,"4,8",29,"
(022) 7310426",Ada,Tersedia,-6.9312244,107.6419576,Aksesibilitas Tersedia,[]
GPIB SILIH ASIH BANDUNG,Gereja,"Jl. T. Kaktus No.15, Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40221",Tutup,"5,0",21,,Tidak Ada ,Tidak Tersedia,-6.9348611,107.5822153,Aksesibilitas Tersedia,[]
GKPS Bandung Timur,Gereja Kristen,"ITC Kosambi, Jl. Baranang Siang No.1 Blok G, Kebon Pisang, Sumurbandung, Bandung City, West Java 40112",,"5,0",5,,Tidak Ada ,Tidak Tersedia,-6.9183613,107.6204507,Aksesibilitas Tersedia,[]
Gereja Kristen Indonesia Maulana Yusuf,Gereja Presbiterian,"Jl. Maulana Yusuf No.20, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",07.30 hingga 20.00,"4,8",587,,Ada,Tersedia,-6.9007873,107.6137771,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Kasih Getsemani,Gereja,"Jl. Cibadak No.134, Karanganyar, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241",,,,,Tidak Ada ,Tidak Tersedia,-6.9215586,107.6000534,Aksesibilitas Tersedia,[]
GBI Pasteur,Gereja,"Jl. Pasir Kaliki No.199, Sukabungah, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",07.30 hingga 11.30,"5,0",28,,Ada,Tersedia,-6.8999113,107.5970539,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Laurentius, Sukajadi",Gereja Katolik,"Jl. Sukajadi No.223, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,"4,8",1.044,,Ada,Tersedia,-6.875829,107.596044,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Kristen Immanuel Hosanna,Gereja Kristen,"Jl. Dr. Djunjunan No.141, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",07.00 hingga 13.00,"4,8",62,,Ada,Tersedia,-6.8935077,107.5856904,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Yayasan Badan Rumah Sakit Gereja Kristen Pasundan (Yayasan BRS GKP),Lembaga Swadaya Masyarakat (LSM),"Jl. Raya Kopo No.161, Kopo, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40234",Tutup,"4,5",8,,Ada,Tersedia,-6.935976,107.5964714,Aksesibilitas Tersedia,[]
GEREJA BETHEL TABERNAKEL IMMANUEL GBT,Gereja Pantekosta,"Jl. A. Yani No.265, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",08.00 hingga 10.00,"4,4",16,,Ada,Tersedia,-6.9145427,107.6318545,Aksesibilitas Tersedia,[]
GKI Pasirkoja,Gereja Kristen,"Jl. Terusan Pasirkoja No.57, Panjunan, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40233",05.30 hingga 19.00,"4,6",30,,Ada,Tersedia,-6.9266339,107.5953793,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GBI Bethel Summarecon - The Journey,Gereja,"Jl. Magna Timur, Rancabolang, Kec. Gedebage, Kota Bandung, Jawa Barat 40295",,"4,9",80,,Tidak Ada ,Tersedia,-6.9609716,107.6893052,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Bethel Indonesia,Gereja,"Jl. Suryani No.56, Wr. Muncang, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40211",,"4,0",1,,Tidak Ada ,Tidak Tersedia,-6.9227321,107.5809699,Aksesibilitas Tersedia,[]
GKBI Palasari,Gereja,"Jl. Palasari No.7, Lkr. Sel., Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,"4,9",14,,Tidak Ada ,Tersedia,-6.9268009,107.6237172,Aksesibilitas Tersedia,[]
GPIB Maranatha Bandung,Gereja Protestan,"Jl. Taman Cibeunying Utara No.2, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",Tutup,"4,8",286,,Ada,Tersedia,-6.9071617,107.6265027,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GII Hok Im Tong • Batununggal,Gereja Evangelis,"Jl. Batununggal Indah II No.50, Mengger, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40267","08.00 hingga 09.30,10.00 hingga 11.30","4,7",54,,Tidak Ada ,Tidak Tersedia,-6.9632753,107.6251629,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GBI ROCK BANDUNG,Gereja Kristen,"Convention Hall, Landmark, Braga, Sumurbandung, Bandung City, West Java 40111","09.00 hingga 10.30,11.00 hingga 12.30","4,8",36,,Ada,Tersedia,-6.9157253,107.6087822,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Kristen Jawa Bandung,Gereja Protestan,"Jl. Merdeka No.28, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",06.30 hingga 21.00,"4,8",148,,Ada,Tersedia,-6.9119042,107.6107257,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GBI Bethel Paskal Hyper Square,Gereja Protestan,"Jl. Pasir Kaliki No.28 Block B1-3A, Ciroyom, Andir, Bandung City, West Java 40181",08.00 hingga 13.00,"4,7",126,,Ada,Tersedia,-6.9150749,107.597088,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Baptis Indonesia Cipaganti,Gereja Baptis,"Jalan Rd. A.A Wiranata Kusuma No.139, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",07.00 hingga 19.00,"4,8",18,"
0895-3263-44675",Ada,Tidak Tersedia,-6.8881834,107.6016896,Aksesibilitas Tersedia,[]
GPIB Bethel Bandung,Gereja,"Jl. Wastukencana No.1, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",Buka 24 jam,"4,7",223,,Ada,Tersedia,-6.9136532,107.608698,Aksesibilitas Tersedia,[]
Gereja Kristen Indonesia Arcamanik,Gereja Kristen,"Jl. Golf Bar. VIII Jl. Arcamanik Endah 29 Komplek, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293",,"5,0",14,"
(022) 7276592",Ada,Tidak Tersedia,-6.9174855,107.6726365,Aksesibilitas Tersedia,[]
Gereja Bala Keselamatan,Gereja Protestan,"Jl. Veteran No.6A, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",Buka 24 jam,"4,7",24,,Tidak Ada ,Tidak Tersedia,-6.9184878,107.6132609,Aksesibilitas Tersedia,[]
GKI Kebon Jati,Gereja Protestan,"Jl. Kebon Jati No.100, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40181",,"4,8",289,"
(022) 4231063",Ada,Tidak Tersedia,-6.9160658,107.598979,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Kristen Kalam Kudus Pasundan,Gereja Protestan,"Jl. Pasundan No.78, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",06.00 hingga 00.00,"4,8",113,,Ada,Tersedia,-6.9269092,107.6085005,Aksesibilitas Tersedia,[]
Gereja Kemah Injil Indonesia,Gereja,"Jl. Cimanuk No.3, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",06.00 hingga 14.00,"5,0",23,"
(022) 4236934",Ada,Tidak Tersedia,-6.9049905,107.6201963,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
